method-a,method-b,verdict
org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getArg(Ljava/lang/String;I)Lorg/apache/commons/validator/Arg;,spurious-spec
org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getProperty()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.validator.Field.setDepends(Ljava/lang/String;)V,org.apache.commons.validator.Field.getProperty()Ljava/lang/String;,spurious-spec
org.apache.commons.validator.Field.setDepends(Ljava/lang/String;)V,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,spurious-spec
org.apache.commons.validator.Field.setDepends(Ljava/lang/String;)V,org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,spurious-spec
org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.getDepends()Ljava/lang/String;,spurious-spec
org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.getPage()I,spurious-spec
org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.getProperty()Ljava/lang/String;,sometimes-true-spec
org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,spurious-spec
org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.validate(Ljava/util/Map;Ljava/util/Map;)Lorg/apache/commons/validator/ValidatorResults;,spurious-spec
org.apache.commons.validator.Field.setProperty(Ljava/lang/String;)V,org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,spurious-spec
org.apache.commons.validator.Field.validate(Ljava/util/Map;Ljava/util/Map;)Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.Field.getDepends()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.validator.Field.validate(Ljava/util/Map;Ljava/util/Map;)Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.Field.getProperty()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.validator.Field.validate(Ljava/util/Map;Ljava/util/Map;)Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,no-break-pass (indirect)
org.apache.commons.validator.Field.validate(Ljava/util/Map;Ljava/util/Map;)Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,no-break-pass (direct)
org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getArg(I)Lorg/apache/commons/validator/Arg;,spurious-spec
org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getArg(Ljava/lang/String;I)Lorg/apache/commons/validator/Arg;,spurious-spec
org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.getProperty()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.validator.Field.validateForRule(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,org.apache.commons.validator.Field.runDependentValidators(Lorg/apache/commons/validator/ValidatorAction;Lorg/apache/commons/validator/ValidatorResults;Ljava/util/Map;Ljava/util/Map;I)Z,no-break-pass (direct)
org.apache.commons.validator.Form.addField(Lorg/apache/commons/validator/Field;)V,org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,no-break-pass (direct)
org.apache.commons.validator.Form.containsField(Ljava/lang/String;)Z,org.apache.commons.validator.Form.getField(Ljava/lang/String;)Lorg/apache/commons/validator/Field;,spurious-spec
org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,org.apache.commons.validator.Form.isExtending()Z,spurious-spec
org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,org.apache.commons.validator.Form.isProcessed()Z,spurious-spec
org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,org.apache.commons.validator.Form.process(Ljava/util/Map;Ljava/util/Map;Ljava/util/Map;)V,spurious-spec
org.apache.commons.validator.Form.getFieldMap()Ljava/util/Map;,org.apache.commons.validator.Form.validate(Ljava/util/Map;Ljava/util/Map;ILjava/lang/String;)Lorg/apache/commons/validator/ValidatorResults;,spurious-spec
org.apache.commons.validator.Form.merge(Lorg/apache/commons/validator/Form;)V,org.apache.commons.validator.Form.containsField(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.Form.merge(Lorg/apache/commons/validator/Form;)V,org.apache.commons.validator.Form.getField(Ljava/lang/String;)Lorg/apache/commons/validator/Field;,no-break-pass (direct)
org.apache.commons.validator.Form.process(Ljava/util/Map;Ljava/util/Map;Ljava/util/Map;)V,org.apache.commons.validator.Form.isExtending()Z,no-break-pass (direct)
org.apache.commons.validator.Form.process(Ljava/util/Map;Ljava/util/Map;Ljava/util/Map;)V,org.apache.commons.validator.Form.isProcessed()Z,no-break-pass (direct)
org.apache.commons.validator.Form.setName(Ljava/lang/String;)V,org.apache.commons.validator.Form.validate(Ljava/util/Map;Ljava/util/Map;ILjava/lang/String;)Lorg/apache/commons/validator/ValidatorResults;,spurious-spec
org.apache.commons.validator.FormSet.setLanguage(Ljava/lang/String;)V,org.apache.commons.validator.FormSet.getForms()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.FormSetFactory.createFormSet(Lorg/apache/commons/validator/ValidatorResources;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/FormSet;,org.apache.commons.validator.FormSetFactory.getLog()Lorg/apache/commons/logging/Log;,no-break-pass (direct)
org.apache.commons.validator.UrlValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.UrlValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.UrlValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.UrlValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.UrlValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidAuthority(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidFragment(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidPath(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.UrlValidator.isValidScheme(Ljava/lang/String;)Z,org.apache.commons.validator.UrlValidator.isValidQuery(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.Validator.validate()Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.Validator.getClassLoader()Ljava/lang/ClassLoader;,no-break-pass (indirect)
org.apache.commons.validator.Validator.validate()Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.Validator.getOnlyReturnErrors()Z,no-break-pass (indirect)
org.apache.commons.validator.Validator.validate()Lorg/apache/commons/validator/ValidatorResults;,org.apache.commons.validator.Validator.getParameterValue(Ljava/lang/String;)Ljava/lang/Object;,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.readJavascriptFile(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,true-spec
org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,spurious-spec
org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,spurious-spec
org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.init()V,org.apache.commons.validator.ValidatorAction.formatJavascriptFileName()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.validator.ValidatorAction.init()V,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.validator.ValidatorAction.init()V,org.apache.commons.validator.ValidatorAction.javascriptAlreadyLoaded()Z,no-break-pass (indirect)
org.apache.commons.validator.ValidatorAction.init()V,org.apache.commons.validator.ValidatorAction.loadJavascriptFunction()V,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.init()V,org.apache.commons.validator.ValidatorAction.readJavascriptFile(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.loadJavascriptFunction()V,org.apache.commons.validator.ValidatorAction.formatJavascriptFileName()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.loadJavascriptFunction()V,org.apache.commons.validator.ValidatorAction.generateJsFunction()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.loadJavascriptFunction()V,org.apache.commons.validator.ValidatorAction.javascriptAlreadyLoaded()Z,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.loadJavascriptFunction()V,org.apache.commons.validator.ValidatorAction.readJavascriptFile(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,true-spec
org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.setClassname(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.setClassname(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.setClassname(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.setClassname(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.setClassname(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,spurious-spec
org.apache.commons.validator.ValidatorAction.setClassname(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
