id,lv-assertions,lv-exceptions,u-assertions,u-exceptions
00109,0,0,0,73
00110,0,0,0,10
00111,0,0,0,0
00112,0,0,0,0
00113,0,0,0,0
00114,0,0,0,0
00115,0,0,0,0
00116,0,0,0,0
00117,0,0,0,0
00118,0,0,0,0
00119,0,0,0,0
00120,0,0,0,0
00121,6,0,0,0
00122,6,0,0,0
00123,6,0,0,0
00124,0,0,1,0
00125,0,0,0,0
00126,1,0,0,0
00127,0,0,0,0
00128,0,0,0,0
00129,0,0,0,0
00130,0,0,0,0
00131,0,0,0,0
00132,0,0,0,0
00133,0,0,0,0
00134,0,0,0,0
00135,0,0,0,0
00136,0,0,0,0
00137,0,0,0,0
00138,0,0,0,0
00139,0,0,0,0
00140,0,0,0,0
00141,0,0,0,0
00142,0,0,0,0
00143,0,0,0,0
00144,0,0,0,0
00145,0,0,0,0
00146,0,0,0,0
00147,0,0,0,0
00148,0,0,0,6
00149,0,0,0,0
00150,0,0,0,0
00151,0,0,0,0
00152,0,0,1,0
00153,0,0,0,0
00154,0,0,0,0
00155,0,0,6,6
00156,0,0,0,0
00157,0,0,0,0
00158,0,0,0,0
00159,0,0,0,0
00160,0,0,0,0
00161,0,0,0,0
00162,0,0,0,0
00163,1,0,0,0
00164,0,0,0,110
00165,0,0,0,0
00166,0,0,0,0
00167,0,0,0,0
00168,0,0,0,0
00169,0,0,0,0
00170,0,0,0,0
00171,0,0,0,0
00172,0,0,0,0
00173,0,0,0,0
00174,0,0,0,0
00175,0,0,0,0
00176,0,0,0,0
00177,0,0,0,0
00178,0,0,0,0
00179,0,0,0,0
00180,0,0,0,0
00181,0,0,0,0
00182,0,0,0,0
00183,0,0,0,0
00184,0,0,0,0
00185,0,0,0,0
00186,0,0,0,0
00187,0,0,0,0
00188,0,0,0,0
00189,0,0,1,0
00190,0,0,1,0
00191,0,0,1,0
00192,0,0,1,0
00193,0,0,1,0
00194,0,0,1,0
00195,0,0,1,0
00196,0,0,1,0
00197,0,0,1,0
00198,0,0,1,0
00199,0,0,1,0
00200,0,0,1,0
00201,0,0,1,0
00202,0,0,1,0
00203,0,0,1,0
00204,3,0,27,0
00205,0,0,0,0
00206,5,0,0,0
00207,0,0,0,0
00208,0,0,104,0
00209,0,0,38,0
00210,0,0,126,3
00211,0,0,67,0
00212,0,0,67,0
00213,0,0,67,0
00214,0,0,65,0
00215,0,0,67,0
00216,0,0,67,0
00217,0,0,67,0
00218,0,0,32,0
00219,0,0,0,0
00220,0,0,0,0
00221,0,0,0,0
00222,0,0,0,0
00223,0,0,0,0
00224,0,0,0,0
00225,0,0,0,0
00226,0,0,0,0
00227,0,0,0,0
00228,0,0,0,0
00229,0,0,0,0
00230,0,0,0,0
00231,0,0,0,12
00232,0,134,0,0
00233,0,0,0,51
00234,0,0,0,12
00235,0,0,0,119
00236,0,0,0,12
00237,0,0,0,12
00238,0,0,0,10
00239,0,0,0,51
00240,0,0,0,51
00241,0,0,0,51
00242,0,0,0,15
00243,0,0,0,134
00244,0,0,35,0
00245,0,0,35,0
00246,0,0,33,0
00247,16,0,41,0
00248,57,0,0,0
00249,16,0,41,0
00250,3,0,31,0
00251,0,0,2,65
00252,0,0,2,65
00253,0,0,2,65
00254,0,0,2,65
00255,0,0,2,63
00256,0,0,2,65
00257,0,0,2,65
00258,0,0,2,65
00259,0,0,2,30
00260,0,0,4,8
00261,0,0,7,38
00262,0,0,4,8
00263,0,0,4,8
00264,0,0,4,8
00265,0,0,2,8
00266,0,0,7,38
00267,0,0,7,38
00268,0,0,7,38
00269,0,0,4,10
00270,4,63,0,0
00271,0,0,2,63
00272,0,0,2,30
00273,0,0,0,0
00274,0,0,0,0
00275,0,0,0,0
00276,0,0,0,0
00277,0,0,0,0
00278,0,0,0,0
00279,0,0,0,0
00280,0,0,0,0
00281,0,0,0,0
00282,0,0,0,0
00283,0,0,0,0
00284,0,0,0,0
00285,0,0,0,0
00286,0,0,0,0
00287,0,0,0,0
00288,0,0,0,0
00289,0,0,0,0
00290,0,0,0,0
00291,0,0,25,0
00292,0,0,0,0
00293,0,0,0,0
00294,0,0,0,0
00295,0,0,0,0
00296,0,0,0,0
00297,0,0,0,0
00298,0,0,0,0
00299,0,0,0,0
00300,0,0,0,0
00301,0,0,0,0
00302,0,0,0,0
00303,0,0,0,0
00304,0,0,0,0
00305,0,0,0,0
00306,0,0,0,0
00307,0,0,0,0
00308,0,0,0,0
00309,0,0,0,0
00310,0,0,0,0
00311,0,0,0,0
00312,0,0,0,0
00313,0,0,0,0
00314,0,0,0,0
00315,0,0,0,0
00316,0,0,0,0
00317,0,0,0,0
00318,0,0,0,0
00319,0,0,0,0
00320,0,0,0,0
00321,0,0,4,63
00322,0,0,4,63
00323,0,0,2,63
00324,7,113,0,0
00325,0,0,4,39
00326,0,0,35,0
00327,0,0,35,0
00328,0,0,33,0
00329,0,0,0,0
00330,57,0,0,0
00331,3,0,31,0
00332,0,0,0,0
00333,35,0,0,0
00334,0,0,33,0
00335,3,0,31,0
00336,0,0,0,0
00337,0,0,0,0
00338,0,0,0,0
00339,0,0,0,0
00340,0,0,0,0
00341,0,0,0,0
00342,0,0,0,0
00343,0,0,0,0
00344,0,0,0,0
00345,0,0,0,0
00346,0,0,0,0
00347,0,0,0,0
00348,0,0,0,0
00349,0,0,0,0
00350,0,0,0,0
00351,0,0,0,0
00352,0,0,0,0
00353,0,0,0,0
00354,0,0,0,0
00355,0,0,0,0
00356,0,0,0,0
00357,0,0,0,0
00358,0,0,0,0
00359,0,0,5,0
00360,5,0,0,0
00361,0,0,5,0
00362,0,0,2,0
00363,0,0,0,0
00364,0,0,0,0
00365,0,0,0,0
00366,0,0,0,0
00367,0,0,0,0
00368,0,0,0,0
00369,0,0,0,0
00370,0,0,0,0
00371,0,0,0,0
00372,0,0,0,0
00373,0,0,0,0
00374,0,0,0,0
00375,0,0,0,0
00376,0,0,0,0
00377,0,0,0,0
00378,0,0,0,0
00379,0,0,0,0
00380,5,0,0,0
00381,0,0,2,0
00382,0,0,0,0
00383,0,0,0,0
00384,0,1,0,0
00385,0,0,0,0
00386,0,0,0,0
00387,0,0,0,0
00388,0,0,0,0
00389,0,0,0,0
00390,0,0,0,1
00391,0,0,0,1
00392,0,0,0,0
00393,0,0,0,1
00394,0,0,0,0
00395,0,0,0,0
00396,4,2,0,0
00397,0,0,0,0
00398,4,2,0,0
00399,0,0,2,1
00400,0,0,0,0
00401,0,0,0,1
00402,0,0,0,6
00403,0,6,0,0
00404,0,0,0,6
00405,0,0,0,1
00406,0,0,0,6
00407,0,0,0,1
00408,0,0,0,1
00409,0,6,0,0
00410,0,0,0,1
00411,0,0,0,0
00412,0,6,0,0
00413,0,0,0,6
00414,0,0,0,6
00415,0,0,0,6
00416,0,0,0,3
00417,0,0,0,6
00418,0,0,0,0
00419,0,0,0,0
00420,0,0,0,0
00421,0,0,113,2
00422,8,0,0,0
00423,98,2,0,0
00424,99,2,0,0
00425,0,0,95,0
00426,8,0,0,0
00427,8,0,0,0
00428,0,0,0,0
00429,0,0,0,0
00430,0,0,0,0
00431,0,0,0,0
00432,0,0,0,0
00433,0,0,0,0
00434,0,0,0,0
00435,0,0,0,0
00436,0,0,0,0
00437,0,0,0,0
00438,0,0,0,0
00439,0,0,0,0
00440,0,0,0,0
00441,0,0,0,0
00442,0,0,0,0
00443,0,0,0,0
00444,0,0,0,0
00445,0,0,0,0
00446,0,0,0,0
00447,0,0,0,0
00448,0,0,0,0
00449,0,0,0,0
00450,0,0,0,0
00451,0,0,0,0
00452,0,0,0,0
00453,0,0,0,7
00454,0,0,0,7
00455,0,0,0,7
00456,0,0,0,5
00457,0,0,0,6
00458,0,0,0,7
00459,0,0,0,14
00460,0,0,0,13
00461,0,0,0,100
00462,0,0,0,101
00463,0,0,0,95
00464,0,0,105,0
00465,0,0,109,2
00466,0,0,106,0
00467,0,0,0,0
00468,0,0,0,0
00469,0,0,0,0
00470,0,0,0,0
00471,0,0,0,0
00472,0,0,0,0
00473,0,0,0,0
00474,0,0,0,0
00475,0,0,0,2
00476,0,0,0,4
00477,0,0,0,4
00478,0,0,0,4
00479,0,0,0,111
00480,0,0,0,132
00481,0,0,0,111
00482,0,0,0,14
00483,0,0,0,111
00484,0,0,0,110
00485,0,0,0,110
00486,0,0,0,111
00487,0,0,0,0
00488,0,0,0,6
00489,0,0,0,104
00490,0,0,0,129
00491,0,0,0,129
00492,0,0,8,0
00493,0,0,0,0
00494,0,0,0,0
00495,0,0,1,0
00496,0,0,0,0
00497,0,0,9,0
00498,0,0,8,0
00499,0,0,0,0
00500,0,0,0,0
00501,0,0,1,0
00502,0,0,0,0
00503,62,0,29,0
00504,4,0,0,0
00505,0,0,4,0
00506,0,0,92,0
00507,0,0,98,0
00508,5,0,0,0
00509,0,0,3,0
00510,0,0,3,0
00511,0,0,0,0
00512,0,0,3,0
00513,0,0,3,0
00514,0,0,1,0
00515,0,0,1,0
00516,0,0,1,0
00517,0,0,1,0
00518,0,0,1,0
00519,0,0,1,0
00520,0,0,1,0
00521,0,0,1,0
00522,0,0,1,0
00523,0,0,1,0
00524,0,0,1,0
00525,0,0,1,0
00526,0,0,2,0
00527,0,0,2,0
00528,0,0,0,0
00529,0,0,0,0
00530,0,0,0,0
00531,0,0,0,0
00532,0,0,0,0
00533,0,0,0,0
00534,0,0,0,0
00535,0,0,0,0
00536,0,0,0,0
00537,0,0,0,0
00538,0,0,3,0
00539,0,0,3,0
00540,0,0,3,0
00541,0,0,3,0
00542,0,0,3,0
00543,0,0,3,0
00544,0,0,3,0
00545,0,0,3,0
00546,0,0,3,0
00547,0,0,3,0
00548,0,0,0,3
00549,0,0,0,3
00550,0,0,0,3
00551,0,0,0,3
00552,0,0,0,3
00553,0,0,0,3
00554,0,0,1,0
00555,0,0,1,0
00556,0,0,6,0
00557,0,0,0,0
00558,0,0,0,0
00559,0,0,0,0
00560,0,0,0,0
00561,0,0,0,0
00562,0,0,0,0
00563,0,0,0,0
00564,0,0,0,0
00565,0,0,0,0
00566,0,0,0,0
00567,0,0,0,1
00568,0,0,2,0
00569,0,0,14,0
00570,0,0,14,0
00571,0,0,14,0
00572,0,0,0,0
00573,0,0,0,0
00574,0,0,0,0
00575,0,0,2,0
00576,0,0,18,0
00577,0,0,18,0
00578,0,0,5,0
00579,0,0,5,0
00580,0,0,4,0
00581,0,0,0,0
00582,0,0,0,0
00583,0,0,0,0
00584,0,0,0,0
00585,0,0,0,0
00586,0,0,0,0
00587,0,0,1,0
00588,0,0,1,0
00589,0,0,5,0
00590,0,0,1,0
00591,0,0,0,0
00592,0,0,1,0
00593,0,0,0,0
00594,0,0,0,0
00595,0,0,1,0
00596,0,0,3,0
00597,0,0,3,0
00598,0,0,3,0
00599,0,0,1,0
00600,0,0,1,0
00601,0,0,1,0
00602,0,0,3,0
00603,0,0,3,0
00604,0,0,3,0
00605,0,0,3,0
00606,0,0,3,0
00607,0,0,1,0
00608,0,0,1,0
00609,0,0,1,0
00610,0,0,1,0
00611,0,0,3,0
00612,0,0,3,0
00613,0,0,3,0
00614,0,0,3,0
00615,0,0,3,0
00616,0,0,3,0
00617,0,0,3,0
00618,0,0,3,0
00619,0,0,3,0
00620,0,0,3,0
00621,0,0,0,0
00622,0,0,0,0
00623,0,0,7,0
00624,0,0,2,0
00625,0,0,7,0
00626,0,0,7,0
00627,0,0,7,0
00628,0,0,7,0
00629,0,0,9,0
00630,0,0,7,0
00631,0,0,7,0
00632,0,0,7,0
00633,0,0,7,0
00634,0,0,7,0
00635,0,0,7,0
00636,0,0,7,0
00637,0,0,7,0
00638,0,0,7,0
00639,0,0,2,0
00640,0,0,7,0
00641,0,0,7,0
00642,0,0,7,0
00643,0,0,7,0
00644,0,0,0,0
00645,0,0,0,0
00646,0,0,0,0
00647,0,0,0,0
00648,0,0,12,0
00649,0,0,6,0
00650,0,0,1,0
00651,0,0,0,0
00652,0,0,2,0
00653,0,0,1,0
00654,0,0,0,0
00655,0,0,9,0
00656,0,0,11,0
00657,0,0,0,0
00658,0,0,1,0
00659,0,0,0,0
00660,0,0,0,0
00661,0,0,0,0
00662,0,0,0,0
00663,0,0,0,0
00664,0,0,0,0
