id,lv-assertions,lv-exceptions,u-assertions,u-exceptions
00124,0,0,0,0
00125,0,0,0,0
00126,0,0,0,0
00127,0,0,0,0
00128,0,0,0,0
00129,0,0,0,0
00130,0,0,0,0
00131,0,0,0,0
00132,0,0,0,4
00133,0,0,0,4
00134,0,0,0,6
00135,0,0,0,4
00136,0,0,0,4
00137,0,0,0,4
00138,0,0,0,4
00139,0,0,0,1
00140,1,0,0,0
00141,1,0,0,0
00142,1,0,0,0
00143,0,0,1,0
00144,1,0,0,0
00145,1,0,0,0
00146,1,0,0,0
00147,0,0,0,0
00148,0,0,0,0
00149,0,0,0,0
00150,0,0,0,12
00151,0,0,0,4
00152,0,0,0,4
00153,0,6,0,0
00154,0,0,0,4
00155,0,0,0,4
00156,0,0,0,4
00157,0,0,0,4
00158,0,0,0,1
00159,0,0,0,5
00160,0,5,0,0
00161,0,0,0,4
00162,0,0,0,5
00163,0,0,0,5
00164,0,0,0,5
00165,0,0,0,1
00166,0,0,0,5
00167,0,0,0,5
00168,0,0,0,4
00169,0,0,0,5
00170,0,0,0,5
00171,0,1,0,0
00172,1,0,0,0
00173,1,0,0,0
00174,1,0,0,0
00175,0,0,1,0
00176,0,0,1,0
00177,0,0,4,2
00178,0,0,1,1
00179,0,0,1,1
00180,0,0,2,3
00181,0,0,1,1
00182,0,0,1,1
00183,0,0,6,2
00184,0,0,1,1
00185,0,0,1,1
00186,0,0,0,1
00187,0,0,0,0
00188,0,0,0,0
00189,0,0,0,0
00190,0,3,0,0
00191,0,0,0,0
00192,0,0,0,0
00193,0,0,0,0
00194,0,0,0,0
00195,0,0,0,0
00196,0,0,0,0
00197,0,3,0,0
00198,0,0,0,0
00199,1,0,0,0
00200,0,0,0,0
00201,0,0,1,0
00202,0,0,1,0
00203,0,0,1,0
00204,0,0,0,1
00205,0,0,1,0
00206,0,0,1,0
00207,0,0,0,0
00208,0,0,0,0
00209,0,0,0,0
00210,0,0,0,0
00211,0,0,0,0
00212,0,0,0,0
00213,0,0,1,0
00214,0,0,1,0
00215,0,0,1,0
00216,0,0,1,0
00217,0,0,2,3
00218,0,0,2,25
00219,0,0,2,25
00220,0,0,0,8
00221,0,0,2,3
00222,0,0,0,1
00223,0,0,0,3
00224,0,0,0,3
00225,0,0,0,3
00226,0,0,0,1
00227,0,0,0,1
00228,0,0,2,3
00229,0,0,2,20
00230,0,0,0,8
00231,0,0,2,3
00232,0,0,2,3
00233,0,0,0,8
00234,0,0,2,3
00235,0,0,2,0
00236,0,0,2,0
00237,1,0,2,0
00238,0,0,0,0
00239,1,0,2,0
00240,1,0,2,0
00241,0,0,0,0
00242,0,0,2,0
00243,0,0,0,0
00244,0,0,0,0
00245,0,0,0,0
00246,0,0,1,12
00247,0,0,1,14
00248,0,0,1,12
00249,0,0,0,0
00250,0,17,0,0
00251,0,0,0,0
00252,0,0,0,0
00253,0,0,1,1
00254,0,0,1,1
00255,0,3,2,0
00256,0,2,3,0
00257,0,0,1,1
00258,0,0,1,0
00259,0,0,1,0
00260,0,0,3,0
00261,0,0,1,0
00262,0,0,1,0
00263,0,0,1,0
00264,0,0,1,0
00265,0,0,0,0
00266,0,0,0,0
00267,0,0,1,1
00268,0,0,1,2
00269,0,0,2,2
00270,0,0,0,0
00271,0,0,2,0
00272,0,0,2,1
00273,0,0,2,2
00274,0,0,0,2
00275,0,0,2,1
00276,0,0,2,1
00277,0,0,2,1
00278,0,0,0,0
00279,0,2,1,2
00280,0,0,0,0
00281,0,0,0,2
00282,0,0,0,0
00283,0,0,0,0
00284,0,0,0,0
00285,0,0,0,0
00286,0,0,0,0
00287,0,0,0,0
00288,0,0,0,0
00289,0,0,0,0
00290,0,0,0,0
00291,0,0,0,0
00292,0,0,0,0
00293,0,0,0,0
00294,0,0,1,4
00295,0,0,0,3
00296,0,0,0,2
00297,0,0,0,2
00298,0,0,0,2
00299,0,0,0,1
00300,0,0,0,2
00301,0,0,0,2
00302,0,0,1,2
00303,0,0,0,2
00304,0,0,0,2
00305,0,0,3,4
00306,0,0,0,2
00307,0,0,0,2
00308,0,0,0,2
00309,0,0,0,1
00310,0,0,0,2
00311,0,0,0,2
00312,0,0,1,2
00313,0,0,0,2
00314,0,0,0,2
00315,0,0,0,0
00316,0,0,0,0
00317,0,0,0,0
00318,0,0,0,0
00319,1,0,0,0
00320,0,0,0,0
00321,0,0,0,0
00322,1,0,1,0
00323,0,0,0,0
00324,0,0,0,0
00325,0,0,0,0
00326,1,0,1,0
00327,1,0,1,0
00328,0,0,0,0
00329,0,2,0,0
00330,0,0,0,0
00331,0,2,0,0
00332,1,0,0,0
00333,1,0,0,0
00334,1,0,0,0
00335,1,0,0,0
00336,1,0,0,0
00337,1,0,0,0
