id,share-state(tool),original-dsi,updated-dsi,verdict,manual-tags,a-set-b-set,a-set-b-get,a-get-b-set,a-get-b-get,used-jdk?
00144,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00145,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00146,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00147,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00148,no,ls-u,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONFIGURATION;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00149,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00150,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00151,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00152,no,u,ls,spurious-spec,MULTIPLE_PERTURBATIONS;INSPECTION_TODO;METHOD_A_RETURNS_VOID;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00153,yes,ls,ls,true-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,1,0,0,no
00154,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00155,no,ls-u,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONFIGURATION;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00156,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00157,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00158,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00159,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00160,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00161,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00162,yes,ls,ls,true-spec,UNINTERESTING_SPEC;METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00163,no,lv-ls,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00165,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00166,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS,0,0,0,0,no
00167,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS,0,0,0,0,no
00168,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS,0,0,0,0,no
00169,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00170,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00171,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00172,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00173,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00174,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS,0,0,0,0,no
00175,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS,0,0,0,0,no
00176,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00177,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS,0,0,0,0,no
00178,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00179,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00180,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00181,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS,0,0,0,0,no
00182,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00183,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00184,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS,0,0,0,0,no
00185,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00186,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00187,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
