id,share-state(tool),original-dsi,updated-dsi,verdict,manual-tags,a-set-b-set,a-set-b-get,a-get-b-set,a-get-b-get,used-jdk?
00020,no,lv-ls,ls,spurious-spec,INSPECTION_TODO;WEAK_ORACLE;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00021,no,lv-ls,ls,spurious-spec,ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00024,no,lv-ls,ls,spurious-spec,ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00026,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REVERSE_NBP;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;WEAK_ORACLE,0,0,0,0,no
00029,yes,lv-ls,lv-ls,true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,1,0,0,no
00030,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;ONE_PURE_SETTER,0,1,0,0,no
00031,yes,lv-ls,lv-ls,true-spec,DSI_GOT_LUCKY_CASES;GOOD_EXAMPLE;METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,1,0,0,no
00032,no,lv-ls,ls,spurious-spec,EXPECTED_EXCEPTION;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00033,no,lv-ls,ls,spurious-spec,EXPECTED_EXCEPTION;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00034,no,ls,ls,spurious-spec,REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00035,no,ls,ls,spurious-spec,REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00036,no,ls,ls,spurious-spec,REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00037,no,ls,ls,spurious-spec,REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00038,no,lv-ls,ls,spurious-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00039,no,lv-ls,ls,spurious-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00040,no,lv-ls,ls,true-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00041,no,lv-ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00042,no,lv-ls,ls,spurious-spec,WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00043,no,lv-ls,ls,true-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00048,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;WEAK_ORACLE,0,0,0,0,no
00049,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00050,yes,ls,ls,true-spec,METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;STATE_RESTORED,0,1,0,0,no
00053,yes,u,u,unknown,METHOD_A_RETURNS_VOID;ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,2,0,0,no
00054,yes,u,u,unknown,METHOD_A_RETURNS_VOID;ORDER_OF_ASSERTIONS;REVISIT,0,2,0,0,no
00055,no,u,ls,spurious-spec,GOOD_EXAMPLE;METHOD_A_RETURNS_VOID;CONCURRENCY;DYNAMIC_DISPATCH,0,0,0,0,no
00056,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;DYNAMIC_DISPATCH;CONCURRENCY,0,0,0,0,no
00057,yes,u,u,unknown,METHOD_A_RETURNS_VOID;ORDER_OF_ASSERTIONS;REVISIT,0,2,0,0,no
00060,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00061,no,ls,ls,true-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE,0,0,0,0,no
00062,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00063,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE,0,0,0,0,no
00064,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00068,no,lv,ls,true-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00072,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00078,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;ONE_STATELESS_METHOD,0,0,0,0,no
00079,no,lv-ls-u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;CONCURRENCY;ORDER_OF_ASSERTIONS;GOOD_EXAMPLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00091,no,u,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;ORDER_OF_ASSERTIONS;ONE_STATELESS_METHOD,0,0,0,0,yes
00092,no,lv-ls-u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00101,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00108,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00109,no,ls,ls,spurious-spec,WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00110,no,ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00117,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00118,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00120,no,u,ls,true-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00121,no,u,ls,true-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00123,no,u,ls,true-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00124,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00125,no,ls-u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS;INSPECTION_TODO;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00126,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID,0,0,0,0,no
00127,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,1,0,0,no
00128,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,1,0,0,no
00129,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;STATE_RESTORED,0,0,0,0,no
00130,yes,lv-ls,lv-ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;INSPECTION_TODO;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,1,0,0,no
00131,no,ls,ls,spurious-spec,INSPECTION_TODO;WEAK_ORACLE;METHOD_A_RETURNS_VOID;STATE_RESTORED,0,0,0,0,no
00132,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,1,0,0,no
00133,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,1,0,0,no
00134,no,ls,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;INSPECTION_TODO;METHOD_A_RETURNS_VOID;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00135,no,lv-ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00136,no,lv-ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00137,yes,lv-ls,lv-ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00138,yes,lv-ls,lv-ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00139,no,lv-ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00140,no,lv-ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00141,no,lv-ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00142,no,ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00143,no,lv-ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;IMPLICITLY_EXPECTED_EXCEPTION;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00145,yes,lv-ls,lv-ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;DELAY_CAUSES_TIMEOUT;IMPLICITLY_EXPECTED_EXCEPTION;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00146,yes,lv-ls,lv-ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;DELAY_CAUSES_TIMEOUT;IMPLICITLY_EXPECTED_EXCEPTION;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00147,yes,lv-ls,lv-ls,sometimes-true-spec,MULTIPLE_PERTURBATIONS;DELAY_CAUSES_TIMEOUT;IMPLICITLY_EXPECTED_EXCEPTION;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00150,no,lv-ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;DELAY_CAUSES_TIMEOUT;IMPLICITLY_EXPECTED_EXCEPTION;METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00152,no,lv-ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;DELAY_CAUSES_TIMEOUT;IMPLICITLY_EXPECTED_EXCEPTION;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00153,no,lv-ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;INSPECTION_TODO;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00154,no,ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;INSIGHT;GOOD_EXAMPLE,0,0,0,0,no
00155,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00156,no,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00157,yes,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00158,yes,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00159,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;EXPECTED_EXCEPTION;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00160,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00161,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,0,no
00162,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00163,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00166,yes,u,u,sometimes-true-spec,SOMETIMES_TRUE_SPEC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,2,0,0,no
00167,yes,u,u,sometimes-true-spec,SOMETIMES_TRUE_SPEC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,2,0,0,no
00168,yes,u,u,sometimes-true-spec,SOMETIMES_TRUE_SPEC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,2,0,0,no
00169,yes,u,u,sometimes-true-spec,SOMETIMES_TRUE_SPEC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,2,0,0,no
00172,yes,lv-ls,lv-ls,true-spec,METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;GOOD_EXAMPLE;WEAK_ORACLE,0,1,0,0,no
00173,yes,lv-ls,lv-ls,spurious-spec,METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;GOOD_EXAMPLE;WEAK_ORACLE,0,1,0,0,no
00176,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00177,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00178,no,lv-ls,ls,true-spec,METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;WEAK_ORACLE,0,0,0,0,no
00179,no,ls-u,ls,spurious-spec,INSPECTION_TODO;METHOD_B_AFTER_CRITICAL_POINT;METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00180,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00181,no,ls,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00184,no,ls,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00185,yes,lv-ls,lv-ls,true-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;CHECKS_MISDIRECTED_OUTPUT;WEAK_ORACLE,0,3,0,0,no
00186,yes,lv-ls,lv-ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;CHECKS_MISDIRECTED_OUTPUT;WEAK_ORACLE,0,1,0,0,no
00187,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00190,yes,lv-ls-u,lv-ls-u,true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,2,1,1,1,no
00194,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00195,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00196,no,u,ls,spurious-spec,INSPECTION_TODO;ONE_STATELESS_METHOD;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00198,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00199,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00200,yes,u,u,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE;MORE_COMPLEX_THAN_AB,0,1,0,0,no
00201,no,u,ls,spurious-spec,INSPECTION_TODO;ONE_STATELESS_METHOD;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00202,yes,u,u,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,2,0,0,0,no
00203,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;SUPPLEMENTARY_EVIDENCE_BY_JAVADOC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00207,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD,0,0,0,0,no
00210,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00211,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00212,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD,0,0,0,0,no
00213,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00226,no,u,ls,spurious-spec,INSPECTION_TODO;ONE_STATELESS_METHOD;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00229,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00230,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00233,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00234,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00235,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,1,0,0,no
00236,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,1,0,0,no
00238,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,1,0,0,no
00239,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER,0,0,0,0,no
00240,yes,u,u,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;ONE_PURE_SETTER;GOOD_EXAMPLE,1,0,0,0,no
00241,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;ONE_PURE_SETTER;GOOD_EXAMPLE,0,0,0,0,no
00242,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00243,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;ONE_PURE_SETTER;GOOD_EXAMPLE,0,0,0,0,no
00244,yes,lv-ls,lv-ls,spurious-spec,DELAY_CAUSES_TIMEOUT;IMPLICITLY_EXPECTED_EXCEPTION;WEAK_ORACLE;METHOD_A_RETURNS_VOID,0,1,0,0,no
00245,yes,u,u,true-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE;MORE_COMPLEX_THAN_AB,2,0,1,0,no
00246,yes,u,u,sometimes-true-spec,SOMETIMES_TRUE_SPEC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,3,2,1,0,no
00247,yes,u,u,true-spec,SUPPLEMENTARY_EVIDENCE_BY_JAVADOC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,1,0,0,no
00248,yes,u,u,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,2,0,0,no
00249,yes,u,u,spurious-spec,INSPECTION_TODO;ONE_STATELESS_METHOD;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,1,0,0,no
00250,yes,lv-ls,lv-ls,true-spec,DELAY_CAUSES_TIMEOUT;IMPLICITLY_EXPECTED_EXCEPTION;METHOD_A_RETURNS_VOID;WEAK_ORACLE;MORE_COMPLEX_THAN_AB,3,0,1,0,no
00251,yes,u,u,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,2,1,1,0,no
00253,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID,0,0,0,0,no
00254,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00255,yes,u,u,true-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE;MORE_COMPLEX_THAN_AB,0,1,0,0,no
00256,no,u,ls,spurious-spec,INSPECTION_TODO;ONE_STATELESS_METHOD;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
